"Country or Area","Commodity - Transaction","Year","Unit","Quantity","Quantity Footnotes"
"Hungary","From combustible fuels – Main activity – Electricity plants","2017","Kilowatt-hours, million","9874",""
"Hungary","Geothermal – Main activity","2017","Kilowatt-hours, million","1",""
"Hungary","Geothermal – Main activity – Electricity plants","2017","Kilowatt-hours, million","1",""
"Hungary","Hydro – Main activity","2017","Kilowatt-hours, million","220",""
"Hungary","Nuclear – Main activity","2017","Kilowatt-hours, million","16098",""
"Hungary","Nuclear – Main activity – CHP plants","2017","Kilowatt-hours, million","8049",""
"Hungary","Nuclear – Main activity – Electricity plants","2017","Kilowatt-hours, million","8049",""
"Hungary","Solar – Main activity","2017","Kilowatt-hours, million","37",""
"Hungary","Solar photovoltaic – Main activity","2017","Kilowatt-hours, million","37",""
"Hungary","Wind – Main activity","2017","Kilowatt-hours, million","758",""
"Hungary","From combustible fuels – Autoproducer","2017","Kilowatt-hours, million","861",""
"Hungary","From combustible fuels – Autoproducer – CHP plants","2017","Kilowatt-hours, million","775",""
"Hungary","From combustible fuels – Autoproducer – Electricity plants","2017","Kilowatt-hours, million","86",""
"Hungary","From other sources – Autoproducer","2017","Kilowatt-hours, million","82",""
"Hungary","From other sources – Autoproducer – CHP plants","2017","Kilowatt-hours, million","10",""
"Hungary","From other sources – Autoproducer – Electricity plants","2017","Kilowatt-hours, million","72",""
"Hungary","Solar – Autoproducer","2017","Kilowatt-hours, million","312",""
"Hungary","Solar photovoltaic – Autoproducer","2017","Kilowatt-hours, million","312",""
"Hungary","Electricity - net production","2017","Kilowatt-hours, million","30676",""
"Hungary","Electricity - imports","2017","Kilowatt-hours, million","19803",""
"Hungary","Electricity - exports","2017","Kilowatt-hours, million","6925",""
"Hungary","Electricity - Energy industries own use","2017","Kilowatt-hours, million","1154",""
"Hungary","Electricity - Own use by coal mines","2017","Kilowatt-hours, million","239",""
"Hungary","Electricity - Own use by oil and gas extraction","2017","Kilowatt-hours, million","250",""
"Hungary","Electricity - Own use by coke ovens","2017","Kilowatt-hours, million","63",""
"Hungary","Electricity - Own use by oil refineries","2017","Kilowatt-hours, million","602",""
"Hungary","Electricity - Own use by electricity, heat and CHP plants","2017","Kilowatt-hours, million","2195",""
"Hungary","Electricity - Losses","2017","Kilowatt-hours, million","3456",""
"Hungary","Electricity - Final energy consumption","2017","Kilowatt-hours, million","38487",""
"Hungary","Electricity - Consumption by manufacturing, construction and non-fuel industry","2017","Kilowatt-hours, million","16731",""
"Hungary","Electricity - Consumption by iron and steel","2017","Kilowatt-hours, million","688",""
"Hungary","Electricity - Consumption by chemical and petrochemical","2017","Kilowatt-hours, million","3357",""
"Hungary","Electricity - Consumption by other manuf., const. and non-fuel ind.","2017","Kilowatt-hours, million","12686",""
"Hungary","Electricity - Consumption by non-ferrous metals","2017","Kilowatt-hours, million","429",""
"Hungary","Electricity - Consumption by non-metallic minerals","2017","Kilowatt-hours, million","1408",""
"Hungary","Electricity - Consumption by transport equipment","2017","Kilowatt-hours, million","1719",""
"Hungary","Electricity - Consumption by machinery","2017","Kilowatt-hours, million","2750",""
"Hungary","Electricity - Consumption by mining and quarrying","2017","Kilowatt-hours, million","100",""
"Hungary","Electricity - Consumption by food and tobacco","2017","Kilowatt-hours, million","2460",""
"Hungary","Electricity - Consumption by paper, pulp and print","2017","Kilowatt-hours, million","883",""
"Hungary","Electricity - Consumption by wood and wood products","2017","Kilowatt-hours, million","337",""
"Hungary","Electricity - Consumption by construction","2017","Kilowatt-hours, million","334",""
"Hungary","Electricity - Consumption by textile and leather","2017","Kilowatt-hours, million","229",""
"Hungary","Electricity - Consumption not elsewhere specified (industry)","2017","Kilowatt-hours, million","2037",""
"Hungary","Electricity - Consumption by transport","2017","Kilowatt-hours, million","1209",""
"Hungary","Electricity - Consumption by road","2017","Kilowatt-hours, million","25",""
"Hungary","Electricity - Consumption by rail","2017","Kilowatt-hours, million","1173",""
"Hungary","Electricity - Consumption by pipeline transport","2017","Kilowatt-hours, million","11",""
"Hungary","Electricity - Consumption by other","2017","Kilowatt-hours, million","20547",""
"Hungary","Electricity - Consumption by households","2017","Kilowatt-hours, million","11249",""
"Hungary","Electricity - Consumption in agriculture, forestry and fishing","2017","Kilowatt-hours, million","901",""
"Hungary","Electricity - Consumption not elsewhere specified (other)","2017","Kilowatt-hours, million","74",""
"Hungary","Electricity - Consumption by commercial and public services","2017","Kilowatt-hours, million","8323",""
"Hungary","Electricity - total production, main activity","2017","Kilowatt-hours, million","31616",""
"Hungary","Electricity - Gross demand","2017","Kilowatt-hours, million","43554",""
"Hungary","Electricity - total production, autoproducer","2017","Kilowatt-hours, million","1255",""
"Iceland","Electricity - Gross production","2017","Kilowatt-hours, million","19239",""
"Iceland","From combustible fuels – Main activity","2017","Kilowatt-hours, million","2",""
"Iceland","From combustible fuels – Main activity – Electricity plants","2017","Kilowatt-hours, million","2",""
"Iceland","Geothermal – Main activity","2017","Kilowatt-hours, million","5170",""
"Iceland","Geothermal – Main activity – CHP plants","2017","Kilowatt-hours, million","4611",""
"Iceland","Geothermal – Main activity – Electricity plants","2017","Kilowatt-hours, million","559",""
"Iceland","Hydro – Main activity","2017","Kilowatt-hours, million","14059",""
"Iceland","Wind – Main activity","2017","Kilowatt-hours, million","8",""
"Iceland","Electricity - net production","2017","Kilowatt-hours, million","18847",""
"Iceland","Electricity - Used for electric boilers","2017","Kilowatt-hours, million","194",""
"Iceland","Electricity - Energy industries own use","2017","Kilowatt-hours, million","169",""
"Iceland","Electricity - Own use by electricity, heat and CHP plants","2017","Kilowatt-hours, million","392",""
"Iceland","Electricity - Other energy industry own use","2017","Kilowatt-hours, million","169",""
"Iceland","Electricity - Losses","2017","Kilowatt-hours, million","591",""
"Iceland","Electricity - Final energy consumption","2017","Kilowatt-hours, million","17893",""
"Iceland","Electricity - Consumption by manufacturing, construction and non-fuel industry","2017","Kilowatt-hours, million","15389",""
"Iceland","Electricity - Consumption by iron and steel","2017","Kilowatt-hours, million","1092",""
"Iceland","Electricity - Consumption by chemical and petrochemical","2017","Kilowatt-hours, million","84",""
"Iceland","Electricity - Consumption by other manuf., const. and non-fuel ind.","2017","Kilowatt-hours, million","14213",""
"Iceland","Electricity - Consumption by non-ferrous metals","2017","Kilowatt-hours, million","13491",""
"Iceland","Electricity - Consumption by non-metallic minerals","2017","Kilowatt-hours, million","45",""
"Iceland","Electricity - Consumption by transport equipment","2017","Kilowatt-hours, million","5",""
"Iceland","Electricity - Consumption by machinery","2017","Kilowatt-hours, million","11",""
"Iceland","Electricity - Consumption by mining and quarrying","2017","Kilowatt-hours, million","2",""
"Iceland","Electricity - Consumption by food and tobacco","2017","Kilowatt-hours, million","575",""
"Iceland","Electricity - Consumption by paper, pulp and print","2017","Kilowatt-hours, million","15",""
"Iceland","Electricity - Consumption by wood and wood products","2017","Kilowatt-hours, million","4",""
"Iceland","Electricity - Consumption by construction","2017","Kilowatt-hours, million","38",""
"Iceland","Electricity - Consumption by textile and leather","2017","Kilowatt-hours, million","3",""
"Iceland","Electricity - Consumption not elsewhere specified (industry)","2017","Kilowatt-hours, million","24",""
"Iceland","Electricity - Consumption by transport","2017","Kilowatt-hours, million","64",""
"Iceland","Electricity - Consumption not elsewhere specified (transport)","2017","Kilowatt-hours, million","64",""
"Iceland","Electricity - Consumption by other","2017","Kilowatt-hours, million","2440",""
"Iceland","Electricity - Consumption by households","2017","Kilowatt-hours, million","823",""
"Iceland","Electricity - Consumption in agriculture, forestry and fishing","2017","Kilowatt-hours, million","285",""
"Iceland","Electricity - Consumption by commercial and public services","2017","Kilowatt-hours, million","1332",""
"Iceland","Electricity - total production, main activity","2017","Kilowatt-hours, million","19239",""
"Iceland","Electricity - Gross demand","2017","Kilowatt-hours, million","18653",""
"India","Electricity - Gross production","2017","Kilowatt-hours, million","1490293",""
"India","From combustible fuels – Main activity","2017","Kilowatt-hours, million","1037184",""
"India","From combustible fuels – Main activity – Electricity plants","2017","Kilowatt-hours, million","1037184",""
"India","Hydro – Main activity","2017","Kilowatt-hours, million","126123",""
"India","Nuclear – Main activity","2017","Kilowatt-hours, million","38346",""
"India","Nuclear – Main activity – Electricity plants","2017","Kilowatt-hours, million","38346",""
"India","From other sources – Main activity","2017","Kilowatt-hours, million","45002","1"
"India","From other sources – Main activity – Electricity plants","2017","Kilowatt-hours, million","45002","1"
"India","Solar – Main activity","2017","Kilowatt-hours, million","24313",""
"India","Solar photovoltaic – Main activity","2017","Kilowatt-hours, million","24313",""
"India","Wind – Main activity","2017","Kilowatt-hours, million","34986",""
"India","From combustible fuels – Autoproducer","2017","Kilowatt-hours, million","180391",""
"India","From combustible fuels – Autoproducer – Electricity plants","2017","Kilowatt-hours, million","180391",""
"India","Hydro – Autoproducer","2017","Kilowatt-hours, million","148",""
"India","Solar – Autoproducer","2017","Kilowatt-hours, million","300","1"
"India","Solar photovoltaic – Autoproducer","2017","Kilowatt-hours, million","300","1"
"India","Wind – Autoproducer","2017","Kilowatt-hours, million","3500","1"
"India","Electricity - net production","2017","Kilowatt-hours, million","1389431",""
"India","Electricity - imports","2017","Kilowatt-hours, million","5611",""
"India","Electricity - exports","2017","Kilowatt-hours, million","7203",""
"India","Electricity - Energy industries own use","2017","Kilowatt-hours, million","4956","1"
"India","Electricity - Own use by coke ovens","2017","Kilowatt-hours, million","600","1"
"India","Electricity - Own use by oil refineries","2017","Kilowatt-hours, million","4356","1"
"India","Electricity - Own use by electricity, heat and CHP plants","2017","Kilowatt-hours, million","100862",""
"India","Electricity - Losses","2017","Kilowatt-hours, million","259827",""
"India","Electricity - Final energy consumption","2017","Kilowatt-hours, million","1130328.44444444",""
"India","Electricity - Consumption by manufacturing, construction and non-fuel industry","2017","Kilowatt-hours, million","468909.444444444","1"
"India","Electricity - Consumption by other manuf., const. and non-fuel ind.","2017","Kilowatt-hours, million","468909.444444444","1"
"India","Electricity - Consumption not elsewhere specified (industry)","2017","Kilowatt-hours, million","468909.444444","1"
"India","Electricity - Consumption by transport","2017","Kilowatt-hours, million","14356",""
"India","Electricity - Consumption by rail","2017","Kilowatt-hours, million","14356",""
"India","Electricity - Consumption by other","2017","Kilowatt-hours, million","647063",""
"India","Electricity - Consumption by households","2017","Kilowatt-hours, million","273550",""
"India","Electricity - Consumption in agriculture, forestry and fishing","2017","Kilowatt-hours, million","204293",""
"India","Electricity - Consumption not elsewhere specified (other)","2017","Kilowatt-hours, million","73079",""
"India","Electricity - Consumption by commercial and public services","2017","Kilowatt-hours, million","96141",""
"India","Electricity - total production, main activity","2017","Kilowatt-hours, million","1305954",""
"India","Electricity - Gross demand","2017","Kilowatt-hours, million","1387839",""
"India","Electricity - total production, autoproducer","2017","Kilowatt-hours, million","184339",""
"Indonesia","Electricity - Gross production","2017","Kilowatt-hours, million","283647.1","1"
"Indonesia","From combustible fuels – Main activity","2017","Kilowatt-hours, million","207769.1","1"
"Indonesia","From combustible fuels – Main activity – Electricity plants","2017","Kilowatt-hours, million","207769.1","1"
"Indonesia","Geothermal – Main activity","2017","Kilowatt-hours, million","4096",""
"Indonesia","Geothermal – Main activity – Electricity plants","2017","Kilowatt-hours, million","4096",""
"Indonesia","Hydro – Main activity","2017","Kilowatt-hours, million","12425.1",""
"Indonesia","From other sources – Main activity","2017","Kilowatt-hours, million","450","1"
"Indonesia","From other sources – Main activity – Electricity plants","2017","Kilowatt-hours, million","450","1"
"Indonesia","Solar – Main activity","2017","Kilowatt-hours, million","5.8",""
"Indonesia","Solar photovoltaic – Main activity","2017","Kilowatt-hours, million","5.8",""
"Indonesia","From combustible fuels – Autoproducer","2017","Kilowatt-hours, million","43996.7",""
"Indonesia","From combustible fuels – Autoproducer – Electricity plants","2017","Kilowatt-hours, million","43996.7",""
"Indonesia","Geothermal – Autoproducer","2017","Kilowatt-hours, million","8667.9",""
"Indonesia","Geothermal – Autoproducer – Electricity plants","2017","Kilowatt-hours, million","8667.9",""
"Indonesia","Hydro – Autoproducer","2017","Kilowatt-hours, million","6207.3",""
"Indonesia","Solar – Autoproducer","2017","Kilowatt-hours, million","23.2",""
"Indonesia","Solar photovoltaic – Autoproducer","2017","Kilowatt-hours, million","23.2",""
"Indonesia","Wind – Autoproducer","2017","Kilowatt-hours, million","6","1"
"Indonesia","Electricity - net production","2017","Kilowatt-hours, million","269579","1"
"Indonesia","Electricity - imports","2017","Kilowatt-hours, million","1119.5",""
"Indonesia","Electricity - Own use by electricity, heat and CHP plants","2017","Kilowatt-hours, million","14068.1","1"
"Indonesia","Electricity - Losses","2017","Kilowatt-hours, million","24887",""
"Indonesia","Electricity - Final energy consumption","2017","Kilowatt-hours, million","244637",""
"Indonesia","Electricity - Consumption by manufacturing, construction and non-fuel industry","2017","Kilowatt-hours, million","93465",""
"Indonesia","Electricity - Consumption by iron and steel","2017","Kilowatt-hours, million","2703",""
"Indonesia","Electricity - Consumption by chemical and petrochemical","2017","Kilowatt-hours, million","10158",""
"Indonesia","Electricity - Consumption by other manuf., const. and non-fuel ind.","2017","Kilowatt-hours, million","80604",""
"Indonesia","Electricity - Consumption not elsewhere specified (industry)","2017","Kilowatt-hours, million","80604","1"
"Indonesia","Electricity - Consumption by transport","2017","Kilowatt-hours, million","240",""
"Indonesia","Electricity - Consumption by rail","2017","Kilowatt-hours, million","240",""
"Indonesia","Electricity - Consumption by other","2017","Kilowatt-hours, million","150932",""
"Indonesia","Electricity - Consumption by households","2017","Kilowatt-hours, million","95292",""
"Indonesia","Electricity - Consumption in agriculture, forestry and fishing","2017","Kilowatt-hours, million","552",""
"Indonesia","Electricity - Consumption by commercial and public services","2017","Kilowatt-hours, million","55088",""
"Indonesia","Electricity - total production, main activity","2017","Kilowatt-hours, million","224746","1"
"Indonesia","Electricity - Gross demand","2017","Kilowatt-hours, million","270698.5","1"
"Indonesia","Electricity - total production, autoproducer","2017","Kilowatt-hours, million","58901.1",""
"Iran (Islamic Rep. of)","Electricity - Gross production","2017","Kilowatt-hours, million","307982",""
"Iran (Islamic Rep. of)","From combustible fuels – Main activity","2017","Kilowatt-hours, million","277107",""
"Iran (Islamic Rep. of)","From combustible fuels – Main activity – Electricity plants","2017","Kilowatt-hours, million","277107",""
"Iran (Islamic Rep. of)","Hydro – Main activity","2017","Kilowatt-hours, million","15051",""
"Iran (Islamic Rep. of)","Nuclear – Main activity","2017","Kilowatt-hours, million","7514",""
"Iran (Islamic Rep. of)","Nuclear – Main activity – Electricity plants","2017","Kilowatt-hours, million","7514",""
"Iran (Islamic Rep. of)","From other sources – Main activity","2017","Kilowatt-hours, million","14","1"
"Iran (Islamic Rep. of)","From other sources – Main activity – Electricity plants","2017","Kilowatt-hours, million","14","1"
"Iran (Islamic Rep. of)","Solar – Main activity","2017","Kilowatt-hours, million","85",""
"Iran (Islamic Rep. of)","Solar photovoltaic – Main activity","2017","Kilowatt-hours, million","85",""
"Iran (Islamic Rep. of)","Wind – Main activity","2017","Kilowatt-hours, million","306",""
"Iran (Islamic Rep. of)","From combustible fuels – Autoproducer","2017","Kilowatt-hours, million","7905",""
"Iran (Islamic Rep. of)","From combustible fuels – Autoproducer – Electricity plants","2017","Kilowatt-hours, million","7905",""
"Iran (Islamic Rep. of)","Electricity - net production","2017","Kilowatt-hours, million","298516",""
"Iran (Islamic Rep. of)","Electricity - imports","2017","Kilowatt-hours, million","3852",""
"Iran (Islamic Rep. of)","Electricity - exports","2017","Kilowatt-hours, million","8172",""
"Iran (Islamic Rep. of)","Electricity - Energy industries own use","2017","Kilowatt-hours, million","3225",""
"Iran (Islamic Rep. of)","Electricity - Own use by coke ovens","2017","Kilowatt-hours, million","54",""
"Iran (Islamic Rep. of)","Electricity - Own use by blast furnaces","2017","Kilowatt-hours, million","81",""
"Iran (Islamic Rep. of)","Electricity - Own use by oil refineries","2017","Kilowatt-hours, million","2857",""
"Iran (Islamic Rep. of)","Electricity - Own use by electricity, heat and CHP plants","2017","Kilowatt-hours, million","9466",""
"Iran (Islamic Rep. of)","Electricity - Other energy industry own use","2017","Kilowatt-hours, million","233","1"
"Iran (Islamic Rep. of)","Electricity - Losses","2017","Kilowatt-hours, million","33722",""
"Iran (Islamic Rep. of)","Electricity - Final energy consumption","2017","Kilowatt-hours, million","252035",""
"Iran (Islamic Rep. of)","Electricity - Consumption by manufacturing, construction and non-fuel industry","2017","Kilowatt-hours, million","80749",""
"Iran (Islamic Rep. of)","Electricity - Consumption by other manuf., const. and non-fuel ind.","2017","Kilowatt-hours, million","80749",""
"Iran (Islamic Rep. of)","Electricity - Consumption by transport","2017","Kilowatt-hours, million","477","1"
"Iran (Islamic Rep. of)","Electricity - Consumption by rail","2017","Kilowatt-hours, million","477","1"
"Iran (Islamic Rep. of)","Electricity - Consumption by other","2017","Kilowatt-hours, million","170809",""
"Iran (Islamic Rep. of)","Electricity - Consumption by households","2017","Kilowatt-hours, million","83403",""
"Iran (Islamic Rep. of)","Electricity - Consumption in agriculture, forestry and fishing","2017","Kilowatt-hours, million","39380",""
"Iran (Islamic Rep. of)","Electricity - Consumption not elsewhere specified (other)","2017","Kilowatt-hours, million","5017",""
"Iran (Islamic Rep. of)","Electricity - Consumption by commercial and public services","2017","Kilowatt-hours, million","43009",""
"Iran (Islamic Rep. of)","Electricity - total production, main activity","2017","Kilowatt-hours, million","300077",""
"Iran (Islamic Rep. of)","Electricity - Gross demand","2017","Kilowatt-hours, million","294196",""
"Iran (Islamic Rep. of)","Electricity - total production, autoproducer","2017","Kilowatt-hours, million","7905",""
"Iraq","Electricity - Gross production","2017","Kilowatt-hours, million","83890",""
"Iraq","From combustible fuels – Main activity","2017","Kilowatt-hours, million","81714",""
"Iraq","From combustible fuels – Main activity – Electricity plants","2017","Kilowatt-hours, million","81714",""
"Iraq","Hydro – Main activity","2017","Kilowatt-hours, million","2176",""
"Iraq","Electricity - net production","2017","Kilowatt-hours, million","80000","1"
"Iraq","Electricity - imports","2017","Kilowatt-hours, million","11787",""
"Iraq","Electricity - Own use by electricity, heat and CHP plants","2017","Kilowatt-hours, million","3890",""
"Iraq","Electricity - Losses","2017","Kilowatt-hours, million","52767",""
"Iraq","Electricity - Final energy consumption","2017","Kilowatt-hours, million","38377",""
"Iraq","Electricity - Consumption by manufacturing, construction and non-fuel industry","2017","Kilowatt-hours, million","5160",""
"Iraq","Electricity - Consumption by other manuf., const. and non-fuel ind.","2017","Kilowatt-hours, million","5160",""
"Iraq","Electricity - Consumption not elsewhere specified (industry)","2017","Kilowatt-hours, million","5160",""
"Iraq","Electricity - Consumption by other","2017","Kilowatt-hours, million","33217",""
"Iraq","Electricity - Consumption by households","2017","Kilowatt-hours, million","24993",""
"Iraq","Electricity - Consumption in agriculture, forestry and fishing","2017","Kilowatt-hours, million","710",""
"Iraq","Electricity - Consumption not elsewhere specified (other)","2017","Kilowatt-hours, million","5030",""
"Iraq","Electricity - Consumption by commercial and public services","2017","Kilowatt-hours, million","2484",""
"Iraq","Electricity - total production, main activity","2017","Kilowatt-hours, million","83890",""
"Iraq","Electricity - Gross demand","2017","Kilowatt-hours, million","91787","1"
"Ireland","Electricity - Gross production","2017","Kilowatt-hours, million","30874",""
"Ireland","From combustible fuels – Main activity","2017","Kilowatt-hours, million","20333",""
"Ireland","From combustible fuels – Main activity – Electricity plants","2017","Kilowatt-hours, million","20333",""
"Ireland","Hydro – Main activity","2017","Kilowatt-hours, million","895",""
"Ireland","Of which: Pumped hydro – Main activity","2017","Kilowatt-hours, million","203",""
"Ireland","Wind – Main activity","2017","Kilowatt-hours, million","7445",""
"Ireland","From combustible fuels – Autoproducer","2017","Kilowatt-hours, million","2190",""
"Ireland","From combustible fuels – Autoproducer – CHP plants","2017","Kilowatt-hours, million","2190",""
"Ireland","Solar – Autoproducer","2017","Kilowatt-hours, million","11",""
"Ireland","Solar photovoltaic – Autoproducer","2017","Kilowatt-hours, million","11",""
"Ireland","Electricity - net production","2017","Kilowatt-hours, million","30087",""
"Ireland","Electricity - imports","2017","Kilowatt-hours, million","1116",""
"Ireland","Electricity - exports","2017","Kilowatt-hours, million","1795",""
"Ireland","Electricity - Energy industries own use","2017","Kilowatt-hours, million","118",""
"Ireland","Electricity - Own use by briquetting plants","2017","Kilowatt-hours, million","63",""
"Ireland","Electricity - Own use by oil refineries","2017","Kilowatt-hours, million","45",""
"Ireland","Electricity - Own use by pump-storage plants","2017","Kilowatt-hours, million","399",""
"Ireland","Electricity - Own use by electricity, heat and CHP plants","2017","Kilowatt-hours, million","787",""
"Ireland","Electricity - Other energy industry own use","2017","Kilowatt-hours, million","10",""
"Ireland","Electricity - Losses","2017","Kilowatt-hours, million","2176",""
"Ireland","Electricity - Final energy consumption","2017","Kilowatt-hours, million","25851",""
"Ireland","Electricity - Consumption by manufacturing, construction and non-fuel industry","2017","Kilowatt-hours, million","10255",""
"Ireland","Electricity - Consumption by chemical and petrochemical","2017","Kilowatt-hours, million","1867",""
"Ireland","Electricity - Consumption by other manuf., const. and non-fuel ind.","2017","Kilowatt-hours, million","8388",""
"Ireland","Electricity - Consumption by non-ferrous metals","2017","Kilowatt-hours, million","796",""
"Ireland","Electricity - Consumption by non-metallic minerals","2017","Kilowatt-hours, million","654",""
"Ireland","Electricity - Consumption by transport equipment","2017","Kilowatt-hours, million","217",""
"Ireland","Electricity - Consumption by machinery","2017","Kilowatt-hours, million","1531",""
"Ireland","Electricity - Consumption by mining and quarrying","2017","Kilowatt-hours, million","737",""
"Ireland","Electricity - Consumption by food and tobacco","2017","Kilowatt-hours, million","2191",""
"Ireland","Electricity - Consumption by paper, pulp and print","2017","Kilowatt-hours, million","241",""
"Ireland","Electricity - Consumption by wood and wood products","2017","Kilowatt-hours, million","441",""
"Ireland","Electricity - Consumption by construction","2017","Kilowatt-hours, million","73",""
"Ireland","Electricity - Consumption by textile and leather","2017","Kilowatt-hours, million","131",""
"Ireland","Electricity - Consumption not elsewhere specified (industry)","2017","Kilowatt-hours, million","1376",""
"Ireland","Electricity - Consumption by transport","2017","Kilowatt-hours, million","52",""
"Ireland","Electricity - Consumption by road","2017","Kilowatt-hours, million","7",""
"Ireland","Electricity - Consumption by rail","2017","Kilowatt-hours, million","45",""
"Ireland","Electricity - Consumption by other","2017","Kilowatt-hours, million","15544",""
"Ireland","Electricity - Consumption by households","2017","Kilowatt-hours, million","7959",""
"Ireland","Electricity - Consumption in agriculture, forestry and fishing","2017","Kilowatt-hours, million","558",""
"Ireland","Electricity - Consumption by commercial and public services","2017","Kilowatt-hours, million","7027",""
"Ireland","Electricity - total production, main activity","2017","Kilowatt-hours, million","28673",""
"Ireland","Electricity - Gross demand","2017","Kilowatt-hours, million","29009",""
"Ireland","Electricity - total production, autoproducer","2017","Kilowatt-hours, million","2201",""
"Isle of Man","Electricity - Gross production","2017","Kilowatt-hours, million","466.7",""
"Isle of Man","From combustible fuels – Main activity","2017","Kilowatt-hours, million","438.7",""
"Isle of Man","From combustible fuels – Main activity – Electricity plants","2017","Kilowatt-hours, million","438.7",""
"Isle of Man","Hydro – Main activity","2017","Kilowatt-hours, million","3.8",""
"Isle of Man","From combustible fuels – Autoproducer","2017","Kilowatt-hours, million","24.2",""
"Isle of Man","From combustible fuels – Autoproducer – Electricity plants","2017","Kilowatt-hours, million","24.2",""
"Isle of Man","Electricity - net production","2017","Kilowatt-hours, million","466.7",""
"Isle of Man","Electricity - imports","2017","Kilowatt-hours, million","41",""
"Isle of Man","Electricity - exports","2017","Kilowatt-hours, million","95",""
"Isle of Man","Electricity - Own use by electricity, heat and CHP plants","2017","Kilowatt-hours, million","0",""
"Isle of Man","Electricity - Losses","2017","Kilowatt-hours, million","30","1"
"Isle of Man","Electricity - Final energy consumption","2017","Kilowatt-hours, million","363",""
"Isle of Man","Electricity - Consumption by manufacturing, construction and non-fuel industry","2017","Kilowatt-hours, million","133",""
"Isle of Man","Electricity - Consumption by other manuf., const. and non-fuel ind.","2017","Kilowatt-hours, million","133",""
"Isle of Man","Electricity - Consumption by other","2017","Kilowatt-hours, million","230",""
"Isle of Man","Electricity - Consumption by households","2017","Kilowatt-hours, million","161",""
"Isle of Man","Electricity - Consumption by commercial and public services","2017","Kilowatt-hours, million","69",""
"Isle of Man","Electricity - total production, main activity","2017","Kilowatt-hours, million","442.5",""
"Isle of Man","Electricity - Gross demand","2017","Kilowatt-hours, million","412.7",""
"Isle of Man","Electricity - total production, autoproducer","2017","Kilowatt-hours, million","24.2",""
"Israel","Electricity - Gross production","2017","Kilowatt-hours, million","67675",""
"Israel","From combustible fuels – Main activity","2017","Kilowatt-hours, million","63409",""
"Israel","From combustible fuels – Main activity – Electricity plants","2017","Kilowatt-hours, million","63409",""
"Israel","Hydro – Main activity","2017","Kilowatt-hours, million","0",""
"Israel","Wind – Main activity","2017","Kilowatt-hours, million","0",""
"Israel","From combustible fuels – Autoproducer","2017","Kilowatt-hours, million","2333",""
"Israel","From combustible fuels – Autoproducer – Electricity plants","2017","Kilowatt-hours, million","2333",""
"Israel","From chemical heat – Autoproducer","2017","Kilowatt-hours, million","242",""
"Israel","From chemical heat – Autoproducer – Electricity plants","2017","Kilowatt-hours, million","242",""
"Israel","Hydro – Autoproducer","2017","Kilowatt-hours, million","0",""
"Israel","Solar – Autoproducer","2017","Kilowatt-hours, million","1511",""
"Israel","Solar photovoltaic – Autoproducer","2017","Kilowatt-hours, million","1511",""
"Israel","Wind – Autoproducer","2017","Kilowatt-hours, million","180",""
"Israel","Electricity - net production","2017","Kilowatt-hours, million","65475",""
"Israel","Electricity - exports","2017","Kilowatt-hours, million","5649",""
"Israel","Electricity - Energy industries own use","2017","Kilowatt-hours, million","855",""
"Israel","Electricity - Own use by oil refineries","2017","Kilowatt-hours, million","855",""
"Israel","Electricity - Own use by electricity, heat and CHP plants","2017","Kilowatt-hours, million","2200",""
"Israel","Electricity - Losses","2017","Kilowatt-hours, million","2387",""
"Israel","Electricity - Final energy consumption","2017","Kilowatt-hours, million","56293",""
"Israel","Electricity - Consumption by manufacturing, construction and non-fuel industry","2017","Kilowatt-hours, million","12942",""
"Israel","Electricity - Consumption by iron and steel","2017","Kilowatt-hours, million","463",""
"Israel","Electricity - Consumption by other manuf., const. and non-fuel ind.","2017","Kilowatt-hours, million","12479",""
"Israel","Electricity - Consumption by transport equipment","2017","Kilowatt-hours, million","465",""
"Israel","Electricity - Consumption by machinery","2017","Kilowatt-hours, million","2569",""
"Israel","Electricity - Consumption by mining and quarrying","2017","Kilowatt-hours, million","2258",""
"Israel","Electricity - Consumption by food and tobacco","2017","Kilowatt-hours, million","1658",""
"Israel","Electricity - Consumption by paper, pulp and print","2017","Kilowatt-hours, million","77",""
"Israel","Electricity - Consumption by wood and wood products","2017","Kilowatt-hours, million","597",""
"Israel","Electricity - Consumption by textile and leather","2017","Kilowatt-hours, million","209",""
"Israel","Electricity - Consumption not elsewhere specified (industry)","2017","Kilowatt-hours, million","4646",""
"Israel","Electricity - Consumption by other","2017","Kilowatt-hours, million","43351",""
"Israel","Electricity - Consumption by households","2017","Kilowatt-hours, million","18571",""
"Israel","Electricity - Consumption in agriculture, forestry and fishing","2017","Kilowatt-hours, million","2925",""
"Israel","Electricity - Consumption not elsewhere specified (other)","2017","Kilowatt-hours, million","3975",""
"Israel","Electricity - Consumption by commercial and public services","2017","Kilowatt-hours, million","17880",""
"Israel","Electricity - total production, main activity","2017","Kilowatt-hours, million","63409",""
"Israel","Electricity - Gross demand","2017","Kilowatt-hours, million","59826",""
"Israel","Electricity - total production, autoproducer","2017","Kilowatt-hours, million","4266",""
"Italy","Electricity - Gross production","2017","Kilowatt-hours, million","295833",""
"Italy","From combustible fuels – Main activity","2017","Kilowatt-hours, million","189676",""
"Italy","From combustible fuels – Main activity – CHP plants","2017","Kilowatt-hours, million","91394",""
